
State,First_Year,Last_Year,Injury_Intent,Race_Ethnicity,Gender,Total_Deaths,Population,Age_Adjusted_Rate_per_ 100000
Texas,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,454,30674163,1.48084
Texas,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,2343,56623922,3.99244
Texas,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,1967,28491428,6.54937
Texas,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,376,28132494,1.35085
Texas,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,14,530883,
Texas,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,12,264630,
Texas,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,266253,
Texas,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,91,7544578,1.14572
Texas,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,64,3673178,1.69372
Texas,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,27,3871400,0.60843
Texas,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,10961,143225677,7.65103006362915
Texas,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,9289,71137084,13.37915
Texas,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,1672,72088593,2.28028
Texas,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,746,17719302,4.14487
Texas,2016,2020,Firearm Suicide,non-Hispanic Black,Male,640,8575019,7.39291
Texas,2016,2020,Firearm Suicide,non-Hispanic Black,Female,106,9144283,1.16613
Texas,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,8106,60806992,12.21787
Texas,2016,2020,Firearm Suicide,non-Hispanic white,Male,6813,30132829,20.88134
Texas,2016,2020,Firearm Suicide,non-Hispanic white,Female,1293,30674163,3.97784
Texas,2016,2020,Firearm Suicide,Latinx,All Genders,1829,56623922,3.30212
Texas,2016,2020,Firearm Suicide,Latinx,Male,1598,28491428,5.82731
Texas,2016,2020,Firearm Suicide,Latinx,Female,231,28132494,0.81153
Texas,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,27,530883,4.77232
Texas,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,21,264630,7.39156
Texas,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,266253,
Texas,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,233,7544578,3.02337
Texas,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,202,3673178,5.43155
Texas,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,31,3871400,0.76861
United States,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,203100,1633737771,12.22959041595459
United States,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,174033,804529247,21.338180541992188
United States,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,29067,829208524,3.5073299407958984
United States,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,54405,214557293,24.800579071044922
United States,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,48460,102791457,45.25120162963867
United States,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,5945,111765836,5.319910049438477
United States,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,122357,1005038688,11.275259971618652
United States,2016,2020,All Firearm Deaths,non-Hispanic white,Male,102779,495569589,19.20008087158203
United States,2016,2020,All Firearm Deaths,non-Hispanic white,Female,19578,509469099,3.719860076904297
United States,2016,2020,All Firearm Deaths,Latinx,All Genders,20734,298173878,6.803790092468262
United States,2016,2020,All Firearm Deaths,Latinx,Male,18104,150522575,11.781339645385742
United States,2016,2020,All Firearm Deaths,Latinx,Female,2630,147651303,1.7564300298690796
United States,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,2118,13717916,15.461660385131836
United States,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,1777,6726489,26.394500732421875
United States,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,341,6991427,4.909550189971924
United States,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,3057,102249996,2.8595199584960938
United States,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,2525,48919137,4.944369792938232
United States,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,532,53330859,0.9589700102806091
United States,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,79446,1633737771,5.083829879760742
United States,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,67242,804529247,8.547470092773438
United States,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,12204,829208524,1.5433299541473389
United States,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,45696,214557293,20.767580032348633
United States,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,40784,102791457,37.802711486816406
United States,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,4912,111765836,4.390100002288818
United States,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,18913,1005038688,1.9798500537872314
United States,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,13763,495569589,2.920830011367798
United States,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,5150,509469099,1.0458400249481201
United States,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,12566,298173878,3.9973599910736084
United States,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,10888,150522575,6.711619853973389
United States,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,1678,147651303,1.1256500482559204
United States,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,939,13717916,6.926529884338379
United States,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,770,6726489,11.416110038757324
United States,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,169,6991427,2.489490032196045
United States,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,1176,102249996,1.0837199687957764
United States,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,897,48919137,1.72121000289917
United States,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,279,53330859,0.49932000041007996
United States,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,119457,1633737771,6.91609001159668
United States,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,103268,804529247,12.338150024414062
United States,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,16189,829208524,1.8756999969482422
United States,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,7758,214557293,3.5814499855041504
United States,2016,2020,Firearm Suicide,non-Hispanic Black,Male,6853,102791457,6.689909934997559
United States,2016,2020,Firearm Suicide,non-Hispanic Black,Female,905,111765836,0.8043299913406372
United States,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,100871,1005038688,9.027569770812988
United States,2016,2020,Firearm Suicide,non-Hispanic white,Male,86894,495569589,15.850330352783203
United States,2016,2020,Firearm Suicide,non-Hispanic white,Female,13977,509469099,2.580780029296875
United States,2016,2020,Firearm Suicide,Latinx,All Genders,7661,298173878,2.6577200889587402
United States,2016,2020,Firearm Suicide,Latinx,Male,6777,150522575,4.818709850311279
United States,2016,2020,Firearm Suicide,Latinx,Female,884,147651303,0.6016600131988525
United States,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,1090,13717916,7.9077301025390625
United States,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,935,6726489,13.985329627990723
United States,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,155,6991427,2.182889938354492
United States,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,1818,102249996,1.7054200172424316
United States,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,1573,48919137,3.094599962234497
United States,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,245,53330859,0.4485900104045868
Utah,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,2000,15769992,13.312529563903809
Utah,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,1709,7942382,22.781959533691406
Utah,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,291,7827610,3.9369099140167236
Utah,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,36,231381,13.96267
Utah,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,35,130979,22.84881
Utah,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,,100402,
Utah,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,1679,12518098,14.01413
Utah,2016,2020,All Firearm Deaths,non-Hispanic white,Male,1427,6281924,23.93229
Utah,2016,2020,All Firearm Deaths,non-Hispanic white,Female,252,6236174,4.244
Utah,2016,2020,All Firearm Deaths,Latinx,All Genders,210,2238644,9.03736
Utah,2016,2020,All Firearm Deaths,Latinx,Male,184,1147027,15.01473
Utah,2016,2020,All Firearm Deaths,Latinx,Female,26,1091617,2.66845
Utah,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,34,166977,18.86594
Utah,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,27,82154,29.50026
Utah,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,84823,
Utah,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,41,614892,6.06572
Utah,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,36,300298,10.821
Utah,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,314594,
Utah,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,310,15769992,1.9497699737548828
Utah,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,247,7942382,3.02817
Utah,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,63,7827610,0.85637
Utah,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,20,231381,7.43806
Utah,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,20,130979,12.52531
Utah,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,,,
Utah,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,167,12518098,1.38457
Utah,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,126,6281924,2.04322
Utah,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,41,6236174,0.68362
Utah,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,98,2238644,3.92915
Utah,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,81,1147027,6.18377
Utah,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,17,1091617,
Utah,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,12,166977,
Utah,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,10,82154,
Utah,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,84823,
Utah,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,13,614892,
Utah,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,10,300298,
Utah,2016,2020,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,314594,
Utah,2016,2020,Firearm Suicide,All Races/Ethnicities,All Genders,1660,15769992,11.147660255432129
Utah,2016,2020,Firearm Suicide,All Races/Ethnicities,Male,1441,7942382,19.46529
Utah,2016,2020,Firearm Suicide,All Races/Ethnicities,Female,219,7827610,2.97029
Utah,2016,2020,Firearm Suicide,non-Hispanic Black,All Genders,16,231381,
Utah,2016,2020,Firearm Suicide,non-Hispanic Black,Male,15,130979,
Utah,2016,2020,Firearm Suicide,non-Hispanic Black,Female,,100402,
Utah,2016,2020,Firearm Suicide,non-Hispanic white,All Genders,1489,12518098,12.42992
Utah,2016,2020,Firearm Suicide,non-Hispanic white,Male,1285,6281924,21.63931
Utah,2016,2020,Firearm Suicide,non-Hispanic white,Female,204,6236174,3.41264
Utah,2016,2020,Firearm Suicide,Latinx,All Genders,109,2238644,4.94103
Utah,2016,2020,Firearm Suicide,Latinx,Male,100,1147027,8.5496
Utah,2016,2020,Firearm Suicide,Latinx,Female,,1091617,
Utah,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,20,166977,11.45548
Utah,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,17,82154,
Utah,2016,2020,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,84823,
Utah,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,26,614892,4.06783
Utah,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,24,300298,7.66962
Utah,2016,2020,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,314594,
Vermont,2016,2020,All Firearm Deaths,All Races/Ethnicities,All Genders,373,3121886,11.315150260925293
Vermont,2016,2020,All Firearm Deaths,All Races/Ethnicities,Male,329,1542282,20.10835075378418
Vermont,2016,2020,All Firearm Deaths,All Races/Ethnicities,Female,44,1579604,2.987459897994995
Vermont,2016,2020,All Firearm Deaths,non-Hispanic Black,All Genders,,51663,
Vermont,2016,2020,All Firearm Deaths,non-Hispanic Black,Male,,28918,
Vermont,2016,2020,All Firearm Deaths,non-Hispanic Black,Female,,22745,
Vermont,2016,2020,All Firearm Deaths,non-Hispanic white,All Genders,356,2931378,11.39901
Vermont,2016,2020,All Firearm Deaths,non-Hispanic white,Male,316,1446110,20.4044
Vermont,2016,2020,All Firearm Deaths,non-Hispanic white,Female,40,1485268,2.88552
Vermont,2016,2020,All Firearm Deaths,Latinx,All Genders,,62282,
Vermont,2016,2020,All Firearm Deaths,Latinx,Male,,31682,
Vermont,2016,2020,All Firearm Deaths,Latinx,Female,,30600,
Vermont,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,13624,
Vermont,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,6817,
Vermont,2016,2020,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,6807,
Vermont,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,,62939,
Vermont,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,,28755,
Vermont,2016,2020,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,,
Vermont,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,42,3121886,1.4574400186538696
Vermont,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,29,1542282,2.1227
Vermont,2016,2020,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,13,1579604,
Vermont,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,,51663,
Vermont,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,,28918,
Vermont,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,,22745,
Vermont,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,35,2931378,1.27629
Vermont,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,23,1446110,1.77199
Vermont,2016,2020,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,12,1485268,
Vermont,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,All Genders,,,
Vermont,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Male,,,
Vermont,2016,2020,Firearm Homicide (including Legal Intervention),Latinx,Female,,,
Vermont,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,13624,
Vermont,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,6817,
Vermont,2016,2020,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,,
